ID,DOT,Question,Answer1,Answer2,Answer3,Answer4,CorrectAnswer,Category,Subcategory,Explanation,MustInclude,Difficulty
139,3-801.11,"Un hogar de ancianos pide sándwiches con atún, pan de trigo, brotes crudos y aderezo vinagreta. ¿Hay alguna preocupación?",El trigo es un alérgeno conocido,Las poblaciones vulnerables no deben servirse productos crudos,"La vinagreta tiene dos ingredientes principales, posiblemente podrían tener un alérgeno",No hay preocupaciones,1,Food Preparation,High-Risk Populations,Los brotes crudos no deben servirse a grupos de alto riesgo porque están frecuentemente asociados con enfermedades transmitidas por alimentos. El trigo es un alérgeno conocido y la vinagreta también puede contener alérgenos.,1,2
140,3-602.11,¿Cuál no es un alérgeno alimentario principal?,Leche,Nueces de árbol,Arroz,Soya,3,Cross-Contamination,Allergens,"El arroz no es uno de los nueve alérgenos principales. Los nueve alérgenos principales son leche, huevos, pescado, mariscos, nueces de árbol, cacahuates, trigo, soya y sésamo.",1,3
141,2-103.11,Tres personas se enfermaron comiendo la misma comida en el mismo restaurante el mismo día. ¿Es esto un brote?,No,Sí porque dos o más personas se consideran un brote,Sí incluso si una persona se enferma se considera un brote,"No, deben ser personas diferentes en días diferentes",2,Food Safety Management,Outbreak,Un brote se define como dos o más personas que experimentan la misma enfermedad después de comer el mismo alimento. Tres personas que se enferman con la misma comida en el mismo restaurante califica como un brote.,1,3
142,3-501.16,Al entregar un alimento TCS caliente ¿cómo debe transportarse?,El alimento caliente no puede transportarse,"En el maletero, está más caliente ahí",En un recipiente aislado,Solo entregarlo a corta distancia y el alimento permanecerá por encima de 135 grados,3,Time & Temperature,Hot Holding,"Un recipiente aislado mantendrá el alimento caliente por encima de 135°F durante el transporte, evitando que entre en la zona de peligro de temperatura.",1,2
143,3-501.14,¿Cuál es el primer paso para enfriar un asado grande?,Cortarlo en piezas más pequeñas,Pasarlo bajo agua fría,Ponerlo en el cuarto frío pero taparlo,Ponerlo en el congelador por 20 minutos,1,Food Preparation,Cooling,"Cortar las piezas grandes de carne en piezas más pequeñas aumenta el área de superficie y permite que el producto se enfríe más rápido, ayudando a cumplir los requisitos de enfriamiento de 2 y 6 horas.",1,2
144,2-103.11,"Al capacitar a un empleado en seguridad alimentaria, como gerente debe:",Pedir al empleado que explique los procedimientos,Darle al empleado su atención total durante al menos 2 días,Demostrar el procedimiento,Proporcionar retroalimentación inmediata,4,Food Safety Management,Training,ServSafe considera que proporcionar retroalimentación inmediata y específica es la mejor respuesta al capacitar empleados - refuerza el comportamiento correcto de inmediato antes de que se formen malos hábitos.,1,3
145,6-303.11,El código de la FDA establece que el estándar mínimo de iluminación para la preparación de alimentos es:,100 candelas de pie,50 candelas de pie,No hay mínimo,75 candelas de pie,2,Facility & Equipment,Lighting,El Código de Alimentos de la FDA requiere un mínimo de 50 candelas de pie de iluminación en las áreas de preparación de alimentos para garantizar que los manipuladores puedan trabajar de forma segura y precisa.,1,3
146,3-202.11,Cuando recibe un aviso de retiro de alimentos ¿qué es lo primero que debe hacer?,Informar a todos los clientes,Tirarlo a la basura,Retirar el alimento del servicio de inmediato,Cerrar la tienda,3,Food Safety Management,Food Defense,"Cuando se recibe un aviso de retiro de alimentos, el primer paso es retirar de inmediato el alimento retirado del servicio para evitar que llegue a los clientes y cause una enfermedad transmitida por alimentos.",1,2
147,3-501.17,¿Durante cuántas horas debe marcarse con fecha un alimento RTE (listo para comer) si no se sirve de inmediato?,24 horas en el refrigerador,12 horas en el refrigerador,Desecharlo si no se sirve de inmediato,4 horas,1,Receiving & Storage,Date Marking,"Aunque 4 horas es el límite de tiempo-temperatura para alimentos TCS, la respuesta correcta de ServSafe es marcar con fecha el alimento RTE por 24 horas y refrigerarlo si no se sirve de inmediato.",1,3
148,3-304.14,¿Dónde deben almacenarse las toallas sanitizantes?,Lejos de los productos químicos,Solo en áreas de preparación de alimentos,Junto al fregadero para lavar platos,En solución sanitizante,4,Cleaning & Sanitizing,Sanitizer Use,"Las toallas sanitizantes deben almacenarse en solución sanitizante cuando no se usen. Dejarlas afuera permite que el sanitizante se evapore, haciéndolas ineficaces.",1,2
149,7-101.11,Cualquier producto químico en la operación debe:,Ser parte del plan maestro de limpieza,Tener una hoja de datos de seguridad,Tener asignado un punto de control crítico (PCC),Solo ser accesible para los gerentes,2,Cleaning & Sanitizing,Chemical Safety,Cada producto químico usado en una operación de alimentos debe tener una Hoja de Datos de Seguridad (SDS) que sea fácilmente accesible para todos los empleados en todo momento.,1,2
150,7-102.11,Las Hojas de Datos de Seguridad incluyen:,Información de garantía,El tipo de botella para almacenarlo,Equipo de Protección Personal (EPP),Alérgenos,3,Cleaning & Sanitizing,Chemical Safety,Las Hojas de Datos de Seguridad son documentos de seguridad y uso adecuado. Incluyen los requisitos de Equipo de Protección Personal (EPP) para garantizar que los empleados manipulen los productos químicos de forma segura.,1,2
151,2-301.14,"Dado que el vapeo se ha vuelto más popular, ¿qué deben hacer los empleados después de vapear?",Lavarse las manos,Guardar el vaporizador,Aplicar un sanitizante antes de regresar al trabajo,Usar sanitizante de manos en lugar de lavarse las manos,1,Personal Hygiene,Handwashing,El vapeo es una tarea no alimentaria. Los empleados deben lavarse las manos antes de regresar a la manipulación de alimentos - el sanitizante de manos solo no es un sustituto aceptable.,1,1
152,4-602.11,Los utensilios para servicio deben limpiarse y sanitizarse:,Cada 6 horas,Cada 4 horas,Solo necesitan limpiarse una vez al día o cuando estén sucios,No es necesario simplemente tíralos,2,Cleaning & Sanitizing,Utensil Storage,Los utensilios en uso y las superficies de contacto con alimentos deben limpiarse y sanitizarse al menos cada 4 horas durante el uso continuo para evitar el crecimiento bacteriano.,1,1
153,2-501.11,"Un cliente vomita en el comedor, ¿qué debe suceder primero?",Desinfectar con sanitizante,Llamar al departamento de salud,Atender al cliente,Aislar el área de inmediato,4,Food Safety Management,Response,ServSafe trata el vómito como un posible peligro de norovirus. El área debe aislarse de inmediato antes de cualquier limpieza u otros pasos para evitar la contaminación cruzada.,1,3
154,5-202.13,¿Qué es una brecha de aire?,El espacio entre el tubo de drenaje y el desagüe del piso,La distancia entre el fregadero y el desagüe,Un dispositivo que evita que las moscas entren al enfriador cuando se abre la puerta,La profundidad del desagüe del piso,1,Facility & Equipment,Plumbing,Una brecha de aire es el espacio entre un tubo de drenaje y el borde de inundación de un desagüe. Previene la contaminación por reflujo asegurando que el agua contaminada no pueda sifonarse de vuelta al suministro de agua potable.,1,3
155,5-202.14,¿Qué es una conexión cruzada?,Cuando dos tuberías están conectadas entre sí,Cuando un alimento crudo entra en contacto con un alimento listo para comer,Un vínculo directo entre agua segura e insegura,Cuando hay dos vías para que el agua fluya (como una rociadora y un grifo que usan la misma tubería para obtener agua),3,Facility & Equipment,Plumbing,Una conexión cruzada es un vínculo directo entre un suministro de agua potable segura y una fuente contaminada. Se usan dispositivos de prevención de reflujo como brechas de aire o válvulas de retención para prevenirlas.,1,3
156,4-601.11,¿Cuándo deben limpiarse los pisos los estantes y las paredes?,Según sea necesario,Una vez al día,Según las instrucciones,Mensualmente,1,Facility & Equipment,Cleaning Schedule,"Los pisos, estantes y paredes deben limpiarse según sea necesario. Los pisos pueden requerir limpieza varias veces al día mientras que los estantes y paredes pueden solo necesitarla semanal o mensualmente según el uso.",1,1
