ID,DOT,Question,Answer1,Answer2,Answer3,Answer4,CorrectAnswer,Category,Subcategory,Explanation,MustInclude,Difficulty
141,2-103.11,Tres personas se enfermaron comiendo el mismo alimento en el mismo restaurante el mismo día. ¿Es esto un brote?,No,Sí — dos o más personas se considera un brote,Sí — incluso si una persona se enferma se considera un brote,"No, deben ser personas diferentes en días diferentes",2,Food Safety Management,Outbreak,Un brote se define como dos o más personas que experimentan la misma enfermedad después de comer el mismo alimento. Tres personas que se enferman por el mismo alimento en el mismo restaurante califica como un brote.,1,3
142,3-501.16,Al entregar un alimento TCS ¿cómo debe transportarse el alimento caliente?,El alimento caliente no puede transportarse,"En la cajuela, es más caliente ahí",En un recipiente aislado,Solo entregar a corta distancia y el alimento permanecerá por encima de 135°F,3,Time & Temperature,Hot Holding,"Un recipiente aislado mantendrá el alimento caliente por encima de 135°F durante el transporte, evitando que entre en la zona de peligro de temperatura.",1,2
143,3-501.14,¿Cuál es el primer paso para enfriar un asado grande?,Cortarlo en piezas más pequeñas,Pasarlo bajo agua fría,Ponerlo en el cuarto frío pero tapado,Ponerlo en el congelador por 20 minutos,1,Food Preparation,Cooling,"Cortar las piezas grandes de carne en trozos más pequeños aumenta el área de superficie y permite que el producto se enfríe más rápido, ayudando a cumplir con los requisitos de enfriamiento de 2 horas y 6 horas.",1,2
144,2-103.11,"Al capacitar a un empleado en seguridad alimentaria, como gerente usted debe:",Pedir al empleado que explique los procedimientos,Dar al empleado toda su atención por al menos 2 días,Demostrar el procedimiento,Dar retroalimentación inmediata,4,Food Safety Management,Training,ServSafe considera que proporcionar retroalimentación inmediata y específica es la mejor respuesta al capacitar empleados — refuerza el comportamiento correcto de inmediato antes de que se formen malos hábitos.,1,3
145,6-303.11,¿El código de la FDA establece cuál es el estándar mínimo de iluminación para la preparación de alimentos?,100 lúmenes,50 lúmenes,No hay mínimo,75 lúmenes,2,Facility & Equipment,Lighting,El Código Alimentario de la FDA requiere un mínimo de 50 candelas-pie de iluminación en las áreas de preparación de alimentos para garantizar que los manipuladores de alimentos puedan trabajar de manera segura y precisa.,1,3
146,3-202.11,Cuando recibe un aviso de retiro de alimentos ¿qué es lo primero que debe hacer?,Informar a todos los clientes,Tirarlo a la basura,Retirar inmediatamente el alimento del servicio,Cerrar el establecimiento,3,Food Safety Management,Food Defense,"Cuando se recibe un aviso de retiro de alimentos, el primer paso es retirar inmediatamente el alimento retirado del servicio para evitar que llegue a los clientes y cause una enfermedad transmitida por alimentos.",1,2
147,3-501.17,Un alimento ready-to-eat (RTE) debe marcarse con fecha por ¿cuántas horas si no se sirve inmediatamente?,24 horas en el refrigerador,12 horas en el refrigerador,"Descartarlo, si no se sirve de inmediato",4 horas,1,Receiving & Storage,Date Marking,"Si bien 4 horas es el límite de tiempo-temperatura para los alimentos TCS, la respuesta correcta de ServSafe es marcar con fecha el alimento RTE por 24 horas y refrigerarlo si no se sirve inmediatamente.",1,3
148,3-304.14,¿Dónde deben almacenarse los trapos de sanitización?,Lejos de los productos químicos,Solo en áreas de preparación de alimentos,Junto al fregadero de lavado de platos,En solución sanitizante,4,Cleaning & Sanitizing,Sanitizer Use,"Los trapos de sanitización deben almacenarse en solución sanitizante cuando no se usan. Dejarlos fuera permite que el sanitizante se evapore, haciéndolos inefectivos.",1,2
149,7-101.11,¿Todo producto químico en el establecimiento debe?,Ser parte del plan maestro de limpieza,Tener una hoja de datos de seguridad,Tener asignado un punto crítico de control (CCP),Solo ser accesible para los gerentes,2,Cleaning & Sanitizing,Chemical Safety,Cada producto químico usado en un establecimiento de alimentos debe tener una Hoja de Datos de Seguridad (SDS) que sea fácilmente accesible para todos los empleados en todo momento.,1,2
150,7-102.11,¿Las hojas de datos de seguridad incluyen?,Información de garantía,El tipo de recipiente para almacenarlo,Equipo de protección personal (PPE),Alérgenos,3,Cleaning & Sanitizing,Chemical Safety,Las hojas de datos de seguridad son documentos de seguridad y uso correcto. Incluyen los requisitos de Equipo de Protección Personal (PPE) para garantizar que los empleados manejen los productos químicos de manera segura.,1,2
151,2-301.14,"Dado que el vapeo se hizo más popular, ¿qué deben hacer los empleados después de vapear?",Lavarse las manos,Guardar el vapeador,Aplicar un sanitizante antes de volver al trabajo,Usar desinfectante de manos en lugar de lavarse,1,Personal Hygiene,Handwashing,Vapear es una tarea no relacionada con alimentos. Los empleados deben lavarse las manos antes de volver al manejo de alimentos — el desinfectante de manos solo no es un sustituto aceptable.,1,1
152,4-602.11,¿Los utensilios para el servicio deben limpiarse y sanitizarse?,Cada 6 horas,Cada 4 horas,Solo necesitan limpiarse una vez al día o cuando estén sucios,No hay necesidad — solo tírelos,2,Cleaning & Sanitizing,Utensil Storage,Los utensilios en uso y las superficies de contacto con alimentos deben limpiarse y sanitizarse al menos cada 4 horas durante el uso continuo para prevenir el crecimiento bacteriano.,1,1
153,2-501.11,"Un cliente vomita en el comedor, ¿qué debe suceder primero?",Desinfectar con sanitizante,Llamar al departamento de salud,Atender al cliente,Aislar el área inmediatamente,4,Food Safety Management,Response,ServSafe trata el vómito como un posible peligro de Norovirus. El área debe aislarse inmediatamente antes de cualquier limpieza u otros pasos para evitar la cross-contamination.,1,3
154,5-202.13,¿Qué es una brecha de aire?,El espacio entre el tubo de drenaje y el desagüe del piso,La distancia entre el fregadero y el drenaje,Un dispositivo que evita que las moscas entren al cuarto frío cuando se abre la puerta,La profundidad del desagüe del piso,1,Facility & Equipment,Plumbing,Una brecha de aire es el espacio entre un tubo de drenaje y el borde del desagüe. Previene la contaminación por reflujo asegurando que el agua contaminada no pueda sifonarse de vuelta al suministro de agua potable.,1,3
155,5-202.14,¿Qué es una conexión cruzada?,Cuando dos tuberías están conectadas entre sí,Cuando el alimento crudo entra en contacto con alimentos ready-to-eat,Un enlace directo entre agua segura y no segura,Cuando hay dos caminos para que fluya el agua (como rociador y caño usando la misma tubería),3,Facility & Equipment,Plumbing,Una conexión cruzada es un enlace directo entre un suministro de agua potable segura y una fuente contaminada. Se utilizan dispositivos de prevención de reflujo como brechas de aire o válvulas de retención para prevenirlas.,1,3
156,4-601.11,"¿Los pisos, estantes y paredes deben limpiarse?",Según sea necesario,Una vez al día,Según las instrucciones,Mensualmente,1,Facility & Equipment,Cleaning Schedule,"Los pisos, estantes y paredes deben limpiarse según sea necesario. Los pisos pueden requerir limpieza varias veces al día, mientras que los estantes y las paredes pueden necesitarlo semanalmente o mensualmente según el uso.",1,1
